name,comments,จำนวนคำ,ยอดไลค์,จำนวนการตอบกลับ,token,token_2g,token_3g,defind_cancer_with_nlp,defind_Genden_with_nlp,defind_Genden_with_python,defind_exp_with_python,beha,Treatment,label,symptoms_colcan_en,No symptoms identified,anxiety,fat,stress,week
fillname_5,"Do what you need to do to be comfortable, but I'll say this: It's incredibly common to have a strong emotional response to this diagnosis, so many of us here entered the sub with a half panicked ""just diagnosed"" post. I myself did exactly that! But eventually it just became a frustrating but standard part of my life for the duration of my pregnancy and I did my best to not let it keep me from the special experiences of my pregnancy that I'm so happy I still got to have. Watching people eat sweets at my baby shower sucked, but I had such a great and memorable time and I'm happy GD didn't take experience away from me. Also: Cheese is love cheese is life. Dunno where/who is hosting your shower but perhaps you can get a nice cheese plate situation going?",79,0,0,"['start', 'do', 'need', 'comfortable', 'ill', 'say', 'its', 'incredibly', 'common', 'strong', 'emotional', 'response', 'diagnosis', 'many', 'us', 'entered', 'sub', 'half', 'panicked', 'diagnosed', 'post', 'i', 'exactly', 'but', 'eventually', 'became', 'frustrating', 'standard', 'part', 'life', 'duration', 'pregnancy', 'i', 'best', 'let', 'keep', 'special', 'experiences', 'pregnancy', 'im', 'happy', 'i', 'still', 'got', 'watching', 'people', 'eat', 'sweets', 'baby', 'shower', 'sucked', 'i', 'great', 'memorable', 'time', 'im', 'happy', 'gd', 'didnt', 'take', 'experience', 'away', 'also', 'cheese', 'love', 'cheese', 'life', 'dunno', 'wherewho', 'hosting', 'shower', 'perhaps', 'get', 'nice', 'cheese', 'plate', 'situation', 'going', 'end']","['start do', 'do need', 'need comfortable', 'comfortable ill', 'ill say', 'say its', 'its incredibly', 'incredibly common', 'common strong', 'strong emotional', 'emotional response', 'response diagnosis', 'diagnosis many', 'many us', 'us entered', 'entered sub', 'sub half', 'half panicked', 'panicked diagnosed', 'diagnosed post', 'post i', 'i exactly', 'exactly but', 'but eventually', 'eventually became', 'became frustrating', 'frustrating standard', 'standard part', 'part life', 'life duration', 'duration pregnancy', 'pregnancy i', 'i best', 'best let', 'let keep', 'keep special', 'special experiences', 'experiences pregnancy', 'pregnancy im', 'im happy', 'happy i', 'i still', 'still got', 'got watching', 'watching people', 'people eat', 'eat sweets', 'sweets baby', 'baby shower', 'shower sucked', 'sucked i', 'i great', 'great memorable', 'memorable time', 'time im', 'im happy', 'happy gd', 'gd didnt', 'didnt take', 'take experience', 'experience away', 'away also', 'also cheese', 'cheese love', 'love cheese', 'cheese life', 'life dunno', 'dunno wherewho', 'wherewho hosting', 'hosting shower', 'shower perhaps', 'perhaps get', 'get nice', 'nice cheese', 'cheese plate', 'plate situation', 'situation going', 'going end']","['start do need', 'do need comfortable', 'need comfortable ill', 'comfortable ill say', 'ill say its', 'say its incredibly', 'its incredibly common', 'incredibly common strong', 'common strong emotional', 'strong emotional response', 'emotional response diagnosis', 'response diagnosis many', 'diagnosis many us', 'many us entered', 'us entered sub', 'entered sub half', 'sub half panicked', 'half panicked diagnosed', 'panicked diagnosed post', 'diagnosed post i', 'post i exactly', 'i exactly but', 'exactly but eventually', 'but eventually became', 'eventually became frustrating', 'became frustrating standard', 'frustrating standard part', 'standard part life', 'part life duration', 'life duration pregnancy', 'duration pregnancy i', 'pregnancy i best', 'i best let', 'best let keep', 'let keep special', 'keep special experiences', 'special experiences pregnancy', 'experiences pregnancy im', 'pregnancy im happy', 'im happy i', 'happy i still', 'i still got', 'still got watching', 'got watching people', 'watching people eat', 'people eat sweets', 'eat sweets baby', 'sweets baby shower', 'baby shower sucked', 'shower sucked i', 'sucked i great', 'i great memorable', 'great memorable time', 'memorable time im', 'time im happy', 'im happy gd', 'happy gd didnt', 'gd didnt take', 'didnt take experience', 'take experience away', 'experience away also', 'away also cheese', 'also cheese love', 'cheese love cheese', 'love cheese life', 'cheese life dunno', 'life dunno wherewho', 'dunno wherewho hosting', 'wherewho hosting shower', 'hosting shower perhaps', 'shower perhaps get', 'perhaps get nice', 'get nice cheese', 'nice cheese plate', 'cheese plate situation', 'plate situation going', 'situation going end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_50,"Don't cancel it! It's ok to be upset since it's frustrating and difficult to deal with. But your shower can still be special. Talk to your OB or dietician about what you can eat at the shower. I asked my sister to do a charcuterie board so I could eat proteins like meat and cheese. I ate a few mini quiches, some veggies, etc. My dietician told me that I could try to drink a protein shake right before eating cake and I was able to enjoy a mini bundt cake without spiking my glucose. They may also tell you one cheat meal is OK or if you're on meds if you're ok to have one meal outside their dietary recommendations. I even took some cake home and was able to enjoy it in small portions after eating protein laden meals. You should be able to get guidance on what you can or can't do, and if it's ok to cheat on the diet one time.",99,0,0,"['start', 'dont', 'cancel', 'its', 'ok', 'upset', 'since', 'frustrating', 'difficult', 'deal', 'but', 'shower', 'still', 'special', 'talk', 'ob', 'dietician', 'eat', 'shower', 'i', 'asked', 'sister', 'charcuterie', 'board', 'i', 'could', 'eat', 'proteins', 'like', 'meat', 'cheese', 'i', 'ate', 'mini', 'quiches', 'veggies', 'etc', 'my', 'dietician', 'told', 'i', 'could', 'try', 'drink', 'protein', 'shake', 'right', 'eating', 'cake', 'i', 'able', 'enjoy', 'mini', 'bundt', 'cake', 'without', 'spiking', 'glucose', 'they', 'may', 'also', 'tell', 'one', 'cheat', 'meal', 'ok', 'youre', 'meds', 'youre', 'ok', 'one', 'meal', 'outside', 'dietary', 'recommendations', 'i', 'even', 'took', 'cake', 'home', 'able', 'enjoy', 'small', 'portions', 'eating', 'protein', 'laden', 'meals', 'you', 'able', 'get', 'guidance', 'cant', 'ok', 'cheat', 'diet', 'one', 'time', 'end']","['start dont', 'dont cancel', 'cancel its', 'its ok', 'ok upset', 'upset since', 'since frustrating', 'frustrating difficult', 'difficult deal', 'deal but', 'but shower', 'shower still', 'still special', 'special talk', 'talk ob', 'ob dietician', 'dietician eat', 'eat shower', 'shower i', 'i asked', 'asked sister', 'sister charcuterie', 'charcuterie board', 'board i', 'i could', 'could eat', 'eat proteins', 'proteins like', 'like meat', 'meat cheese', 'cheese i', 'i ate', 'ate mini', 'mini quiches', 'quiches veggies', 'veggies etc', 'etc my', 'my dietician', 'dietician told', 'told i', 'i could', 'could try', 'try drink', 'drink protein', 'protein shake', 'shake right', 'right eating', 'eating cake', 'cake i', 'i able', 'able enjoy', 'enjoy mini', 'mini bundt', 'bundt cake', 'cake without', 'without spiking', 'spiking glucose', 'glucose they', 'they may', 'may also', 'also tell', 'tell one', 'one cheat', 'cheat meal', 'meal ok', 'ok youre', 'youre meds', 'meds youre', 'youre ok', 'ok one', 'one meal', 'meal outside', 'outside dietary', 'dietary recommendations', 'recommendations i', 'i even', 'even took', 'took cake', 'cake home', 'home able', 'able enjoy', 'enjoy small', 'small portions', 'portions eating', 'eating protein', 'protein laden', 'laden meals', 'meals you', 'you able', 'able get', 'get guidance', 'guidance cant', 'cant ok', 'ok cheat', 'cheat diet', 'diet one', 'one time', 'time end']","['start dont cancel', 'dont cancel its', 'cancel its ok', 'its ok upset', 'ok upset since', 'upset since frustrating', 'since frustrating difficult', 'frustrating difficult deal', 'difficult deal but', 'deal but shower', 'but shower still', 'shower still special', 'still special talk', 'special talk ob', 'talk ob dietician', 'ob dietician eat', 'dietician eat shower', 'eat shower i', 'shower i asked', 'i asked sister', 'asked sister charcuterie', 'sister charcuterie board', 'charcuterie board i', 'board i could', 'i could eat', 'could eat proteins', 'eat proteins like', 'proteins like meat', 'like meat cheese', 'meat cheese i', 'cheese i ate', 'i ate mini', 'ate mini quiches', 'mini quiches veggies', 'quiches veggies etc', 'veggies etc my', 'etc my dietician', 'my dietician told', 'dietician told i', 'told i could', 'i could try', 'could try drink', 'try drink protein', 'drink protein shake', 'protein shake right', 'shake right eating', 'right eating cake', 'eating cake i', 'cake i able', 'i able enjoy', 'able enjoy mini', 'enjoy mini bundt', 'mini bundt cake', 'bundt cake without', 'cake without spiking', 'without spiking glucose', 'spiking glucose they', 'glucose they may', 'they may also', 'may also tell', 'also tell one', 'tell one cheat', 'one cheat meal', 'cheat meal ok', 'meal ok youre', 'ok youre meds', 'youre meds youre', 'meds youre ok', 'youre ok one', 'ok one meal', 'one meal outside', 'meal outside dietary', 'outside dietary recommendations', 'dietary recommendations i', 'recommendations i even', 'i even took', 'even took cake', 'took cake home', 'cake home able', 'home able enjoy', 'able enjoy small', 'enjoy small portions', 'small portions eating', 'portions eating protein', 'eating protein laden', 'protein laden meals', 'laden meals you', 'meals you able', 'you able get', 'able get guidance', 'get guidance cant', 'guidance cant ok', 'cant ok cheat', 'ok cheat diet', 'cheat diet one', 'diet one time', 'one time end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_51,I hat mine and snacked through the event and didn't track. I would have been sad and I Insight if I didn't get to have my shower. One meal every now and then isn't going to do much,24,0,0,"['start', 'i', 'hat', 'mine', 'snacked', 'event', 'didnt', 'track', 'i', 'would', 'sad', 'i', 'insight', 'i', 'didnt', 'get', 'shower', 'one', 'meal', 'every', 'isnt', 'going', 'much', 'end']","['start i', 'i hat', 'hat mine', 'mine snacked', 'snacked event', 'event didnt', 'didnt track', 'track i', 'i would', 'would sad', 'sad i', 'i insight', 'insight i', 'i didnt', 'didnt get', 'get shower', 'shower one', 'one meal', 'meal every', 'every isnt', 'isnt going', 'going much', 'much end']","['start i hat', 'i hat mine', 'hat mine snacked', 'mine snacked event', 'snacked event didnt', 'event didnt track', 'didnt track i', 'track i would', 'i would sad', 'would sad i', 'sad i insight', 'i insight i', 'insight i didnt', 'i didnt get', 'didnt get shower', 'get shower one', 'shower one meal', 'one meal every', 'meal every isnt', 'every isnt going', 'isnt going much', 'going much end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_52,"Once you come to terms with your diagnosis, you would really regret cancelling your shower. You just have to be mindful of what you eat. I’m sure there’s something you can eat there, or bring something. But as my diabetic dietician told me once, diabetes doesn’t mean that you can never have a piece of chocolate cake. It means if you want to, you need to substitute the carbs in your meal so you can have the piece of cake. Once you talk to your doctor about a plan of action and a dietician, you’ll feel much better. Don’t cancel your baby shower.",57,0,0,"['start', 'once', 'come', 'terms', 'diagnosis', 'would', 'really', 'regret', 'cancelling', 'shower', 'you', 'mindful', 'eat', 'i', '’', 'sure', '’', 'something', 'eat', 'bring', 'something', 'but', 'diabetic', 'dietician', 'told', 'diabetes', '’', 'mean', 'never', 'piece', 'chocolate', 'cake', 'it', 'means', 'want', 'need', 'substitute', 'carbs', 'meal', 'piece', 'cake', 'once', 'talk', 'doctor', 'plan', 'action', 'dietician', '’', 'feel', 'much', 'better', 'don', '’', 'cancel', 'baby', 'shower', 'end']","['start once', 'once come', 'come terms', 'terms diagnosis', 'diagnosis would', 'would really', 'really regret', 'regret cancelling', 'cancelling shower', 'shower you', 'you mindful', 'mindful eat', 'eat i', 'i ’', '’ sure', 'sure ’', '’ something', 'something eat', 'eat bring', 'bring something', 'something but', 'but diabetic', 'diabetic dietician', 'dietician told', 'told diabetes', 'diabetes ’', '’ mean', 'mean never', 'never piece', 'piece chocolate', 'chocolate cake', 'cake it', 'it means', 'means want', 'want need', 'need substitute', 'substitute carbs', 'carbs meal', 'meal piece', 'piece cake', 'cake once', 'once talk', 'talk doctor', 'doctor plan', 'plan action', 'action dietician', 'dietician ’', '’ feel', 'feel much', 'much better', 'better don', 'don ’', '’ cancel', 'cancel baby', 'baby shower', 'shower end']","['start once come', 'once come terms', 'come terms diagnosis', 'terms diagnosis would', 'diagnosis would really', 'would really regret', 'really regret cancelling', 'regret cancelling shower', 'cancelling shower you', 'shower you mindful', 'you mindful eat', 'mindful eat i', 'eat i ’', 'i ’ sure', '’ sure ’', 'sure ’ something', '’ something eat', 'something eat bring', 'eat bring something', 'bring something but', 'something but diabetic', 'but diabetic dietician', 'diabetic dietician told', 'dietician told diabetes', 'told diabetes ’', 'diabetes ’ mean', '’ mean never', 'mean never piece', 'never piece chocolate', 'piece chocolate cake', 'chocolate cake it', 'cake it means', 'it means want', 'means want need', 'want need substitute', 'need substitute carbs', 'substitute carbs meal', 'carbs meal piece', 'meal piece cake', 'piece cake once', 'cake once talk', 'once talk doctor', 'talk doctor plan', 'doctor plan action', 'plan action dietician', 'action dietician ’', 'dietician ’ feel', '’ feel much', 'feel much better', 'much better don', 'better don ’', 'don ’ cancel', '’ cancel baby', 'cancel baby shower', 'baby shower end']",diabetes,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_53,"I wouldn’t cancel.. my ob just said to give myself more insulin, and I was fine 🙂",12,0,0,"['start', 'i', '’', 'cancel', 'ob', 'said', 'give', 'insulin', 'i', 'fine', '🙂', 'end']","['start i', 'i ’', '’ cancel', 'cancel ob', 'ob said', 'said give', 'give insulin', 'insulin i', 'i fine', 'fine 🙂', '🙂 end']","['start i ’', 'i ’ cancel', '’ cancel ob', 'cancel ob said', 'ob said give', 'said give insulin', 'give insulin i', 'insulin i fine', 'i fine 🙂', 'fine 🙂 end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['Drug use'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_54,"Thank you so much to everyone who responded—especially for the supportive words! I’m going to heed most of the advice and not cancel (at least for now)! Some more context: I have done this five hour trip (ten hour around trip) for 1-3 times a month for the last two years, since my husband is in one city and my job (ending and moving to another post baby!) is in a different one. The commute was hard on me pre pregnancy and at this point it’s very uncomfortable. Even with two sets of compression socks and a break, my body feels pretty bad by the end and do it two days in a row is going to be extra rough. I am also turning in my dissertation before the baby is born while doing my job remotely so it is a period of stress!! The second thing is that I used to have an eating disorder—I’ve been one recovery and so much happier for ten years! But the idea of this is extra hard because of that past. Plus choosing food in front of people (some of whom will know) makes it extra hard. But I’m going to see how I do managing my blood sugar this week and I’ve already talked to the host about getting some Greek food! We were going to do pastries. Thank you so much for all responding again. It is great to hear about your baby showers during GF.",137,0,0,"['start', 'thank', 'much', 'everyone', 'responded—especially', 'supportive', 'words', 'i', '’', 'going', 'heed', 'advice', 'cancel', 'least', 'some', 'context', 'i', 'done', 'five', 'hour', 'trip', 'ten', 'hour', 'around', 'trip', '13', 'times', 'month', 'last', 'two', 'years', 'since', 'husband', 'one', 'city', 'job', 'ending', 'moving', 'another', 'post', 'baby', 'different', 'one', 'the', 'commute', 'hard', 'pre', 'pregnancy', 'point', '’', 'uncomfortable', 'even', 'two', 'sets', 'compression', 'socks', 'break', 'body', 'feels', 'pretty', 'bad', 'end', 'two', 'days', 'row', 'going', 'extra', 'rough', 'i', 'also', 'turning', 'dissertation', 'baby', 'born', 'job', 'remotely', 'period', 'stress', 'the', 'second', 'thing', 'i', 'used', 'eating', 'disorder—i', '’', 'one', 'recovery', 'much', 'happier', 'ten', 'years', 'but', 'idea', 'extra', 'hard', 'past', 'plus', 'choosing', 'food', 'front', 'people', 'know', 'makes', 'extra', 'hard', 'but', 'i', '’', 'going', 'see', 'i', 'managing', 'blood', 'sugar', 'week', 'i', '’', 'already', 'talked', 'host', 'getting', 'greek', 'food', 'we', 'going', 'pastries', 'thank', 'much', 'responding', 'it', 'great', 'hear', 'baby', 'showers', 'gf', 'end']","['start thank', 'thank much', 'much everyone', 'everyone responded—especially', 'responded—especially supportive', 'supportive words', 'words i', 'i ’', '’ going', 'going heed', 'heed advice', 'advice cancel', 'cancel least', 'least some', 'some context', 'context i', 'i done', 'done five', 'five hour', 'hour trip', 'trip ten', 'ten hour', 'hour around', 'around trip', 'trip 13', '13 times', 'times month', 'month last', 'last two', 'two years', 'years since', 'since husband', 'husband one', 'one city', 'city job', 'job ending', 'ending moving', 'moving another', 'another post', 'post baby', 'baby different', 'different one', 'one the', 'the commute', 'commute hard', 'hard pre', 'pre pregnancy', 'pregnancy point', 'point ’', '’ uncomfortable', 'uncomfortable even', 'even two', 'two sets', 'sets compression', 'compression socks', 'socks break', 'break body', 'body feels', 'feels pretty', 'pretty bad', 'bad end', 'end two', 'two days', 'days row', 'row going', 'going extra', 'extra rough', 'rough i', 'i also', 'also turning', 'turning dissertation', 'dissertation baby', 'baby born', 'born job', 'job remotely', 'remotely period', 'period stress', 'stress the', 'the second', 'second thing', 'thing i', 'i used', 'used eating', 'eating disorder—i', 'disorder—i ’', '’ one', 'one recovery', 'recovery much', 'much happier', 'happier ten', 'ten years', 'years but', 'but idea', 'idea extra', 'extra hard', 'hard past', 'past plus', 'plus choosing', 'choosing food', 'food front', 'front people', 'people know', 'know makes', 'makes extra', 'extra hard', 'hard but', 'but i', 'i ’', '’ going', 'going see', 'see i', 'i managing', 'managing blood', 'blood sugar', 'sugar week', 'week i', 'i ’', '’ already', 'already talked', 'talked host', 'host getting', 'getting greek', 'greek food', 'food we', 'we going', 'going pastries', 'pastries thank', 'thank much', 'much responding', 'responding it', 'it great', 'great hear', 'hear baby', 'baby showers', 'showers gf', 'gf end']","['start thank much', 'thank much everyone', 'much everyone responded—especially', 'everyone responded—especially supportive', 'responded—especially supportive words', 'supportive words i', 'words i ’', 'i ’ going', '’ going heed', 'going heed advice', 'heed advice cancel', 'advice cancel least', 'cancel least some', 'least some context', 'some context i', 'context i done', 'i done five', 'done five hour', 'five hour trip', 'hour trip ten', 'trip ten hour', 'ten hour around', 'hour around trip', 'around trip 13', 'trip 13 times', '13 times month', 'times month last', 'month last two', 'last two years', 'two years since', 'years since husband', 'since husband one', 'husband one city', 'one city job', 'city job ending', 'job ending moving', 'ending moving another', 'moving another post', 'another post baby', 'post baby different', 'baby different one', 'different one the', 'one the commute', 'the commute hard', 'commute hard pre', 'hard pre pregnancy', 'pre pregnancy point', 'pregnancy point ’', 'point ’ uncomfortable', '’ uncomfortable even', 'uncomfortable even two', 'even two sets', 'two sets compression', 'sets compression socks', 'compression socks break', 'socks break body', 'break body feels', 'body feels pretty', 'feels pretty bad', 'pretty bad end', 'bad end two', 'end two days', 'two days row', 'days row going', 'row going extra', 'going extra rough', 'extra rough i', 'rough i also', 'i also turning', 'also turning dissertation', 'turning dissertation baby', 'dissertation baby born', 'baby born job', 'born job remotely', 'job remotely period', 'remotely period stress', 'period stress the', 'stress the second', 'the second thing', 'second thing i', 'thing i used', 'i used eating', 'used eating disorder—i', 'eating disorder—i ’', 'disorder—i ’ one', '’ one recovery', 'one recovery much', 'recovery much happier', 'much happier ten', 'happier ten years', 'ten years but', 'years but idea', 'but idea extra', 'idea extra hard', 'extra hard past', 'hard past plus', 'past plus choosing', 'plus choosing food', 'choosing food front', 'food front people', 'front people know', 'people know makes', 'know makes extra', 'makes extra hard', 'extra hard but', 'hard but i', 'but i ’', 'i ’ going', '’ going see', 'going see i', 'see i managing', 'i managing blood', 'managing blood sugar', 'blood sugar week', 'sugar week i', 'week i ’', 'i ’ already', '’ already talked', 'already talked host', 'talked host getting', 'host getting greek', 'getting greek food', 'greek food we', 'food we going', 'we going pastries', 'going pastries thank', 'pastries thank much', 'thank much responding', 'much responding it', 'responding it great', 'it great hear', 'great hear baby', 'hear baby showers', 'baby showers gf', 'showers gf end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['Stress'],['ไม่สามารถระบุได้'],tell experience,"['stress', 'week']",0,0,0,1,1
fillname_55,"Just jumping in to say: You are an absolute rockstar for juggling your job, your dissertation and your pregnancy on top of a crazy commute. I know firsthand how upsetting a GDM diagnosis can be, but I feel like you've proven you can do ANYTHING. I hope you feel very celebrated at your shower!",32,0,0,"['start', 'just', 'jumping', 'say', 'you', 'absolute', 'rockstar', 'juggling', 'job', 'dissertation', 'pregnancy', 'top', 'crazy', 'commute', 'i', 'know', 'firsthand', 'upsetting', 'gdm', 'diagnosis', 'i', 'feel', 'like', 'youve', 'proven', 'anything', 'i', 'hope', 'feel', 'celebrated', 'shower', 'end']","['start just', 'just jumping', 'jumping say', 'say you', 'you absolute', 'absolute rockstar', 'rockstar juggling', 'juggling job', 'job dissertation', 'dissertation pregnancy', 'pregnancy top', 'top crazy', 'crazy commute', 'commute i', 'i know', 'know firsthand', 'firsthand upsetting', 'upsetting gdm', 'gdm diagnosis', 'diagnosis i', 'i feel', 'feel like', 'like youve', 'youve proven', 'proven anything', 'anything i', 'i hope', 'hope feel', 'feel celebrated', 'celebrated shower', 'shower end']","['start just jumping', 'just jumping say', 'jumping say you', 'say you absolute', 'you absolute rockstar', 'absolute rockstar juggling', 'rockstar juggling job', 'juggling job dissertation', 'job dissertation pregnancy', 'dissertation pregnancy top', 'pregnancy top crazy', 'top crazy commute', 'crazy commute i', 'commute i know', 'i know firsthand', 'know firsthand upsetting', 'firsthand upsetting gdm', 'upsetting gdm diagnosis', 'gdm diagnosis i', 'diagnosis i feel', 'i feel like', 'feel like youve', 'like youve proven', 'youve proven anything', 'proven anything i', 'anything i hope', 'i hope feel', 'hope feel celebrated', 'feel celebrated shower', 'celebrated shower end']",gdm,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_56,What is M IN THE GD?,7,0,0,"['start', 'what', 'm', 'in', 'the', 'gd', 'end']","['start what', 'what m', 'm in', 'in the', 'the gd', 'gd end']","['start what m', 'what m in', 'm in the', 'in the gd', 'the gd end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,ไม่สามารถระบุได้,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],Question,['No symptoms identified'],1,0,0,0,0
fillname_57,Gestational diabetes mellitus! There is also gestational diabetes insipidus.,10,0,0,"['start', 'gestational', 'diabetes', 'mellitus', 'there', 'also', 'gestational', 'diabetes', 'insipidus', 'end']","['start gestational', 'gestational diabetes', 'diabetes mellitus', 'mellitus there', 'there also', 'also gestational', 'gestational diabetes', 'diabetes insipidus', 'insipidus end']","['start gestational diabetes', 'gestational diabetes mellitus', 'diabetes mellitus there', 'mellitus there also', 'there also gestational', 'also gestational diabetes', 'gestational diabetes insipidus', 'diabetes insipidus end']",diabetes,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_58,"Don’t freak out. It’s a marathon, not a sprint. Having some sweets one day is not going to throw everything off or harm your baby.",18,0,0,"['start', 'don', '’', 'freak', 'it', '’', 'marathon', 'sprint', 'having', 'sweets', 'one', 'day', 'going', 'throw', 'everything', 'harm', 'baby', 'end']","['start don', 'don ’', '’ freak', 'freak it', 'it ’', '’ marathon', 'marathon sprint', 'sprint having', 'having sweets', 'sweets one', 'one day', 'day going', 'going throw', 'throw everything', 'everything harm', 'harm baby', 'baby end']","['start don ’', 'don ’ freak', '’ freak it', 'freak it ’', 'it ’ marathon', '’ marathon sprint', 'marathon sprint having', 'sprint having sweets', 'having sweets one', 'sweets one day', 'one day going', 'day going throw', 'going throw everything', 'throw everything harm', 'everything harm baby', 'harm baby end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_59,"Can you take a home test? Those drinks can cause false positives. You can test it at home with the fresh test. In think you are just really sensative and upset right now. In totally get it as I failed my 1 hr test last time, got so depressed, but did the 2 week testing and passed that. Now in only week so the 2 will testing. So please don't cancel your shower. You'll be more sad to miss out on more. And people can make accommodating for you! But really. Do some more trial testing first to be sure!",61,0,0,"['start', 'can', 'take', 'home', 'test', 'those', 'drinks', 'cause', 'false', 'positives', 'you', 'test', 'home', 'fresh', 'test', 'in', 'think', 'really', 'sensative', 'upset', 'right', 'in', 'totally', 'get', 'i', 'failed', '1', 'hr', 'test', 'last', 'time', 'got', 'depressed', '2', 'week', 'testing', 'passed', 'now', 'week', '2', 'testing', 'so', 'please', 'dont', 'cancel', 'shower', 'youll', 'sad', 'miss', 'and', 'people', 'make', 'accommodating', 'but', 'really', 'do', 'trial', 'testing', 'first', 'sure', 'end']","['start can', 'can take', 'take home', 'home test', 'test those', 'those drinks', 'drinks cause', 'cause false', 'false positives', 'positives you', 'you test', 'test home', 'home fresh', 'fresh test', 'test in', 'in think', 'think really', 'really sensative', 'sensative upset', 'upset right', 'right in', 'in totally', 'totally get', 'get i', 'i failed', 'failed 1', '1 hr', 'hr test', 'test last', 'last time', 'time got', 'got depressed', 'depressed 2', '2 week', 'week testing', 'testing passed', 'passed now', 'now week', 'week 2', '2 testing', 'testing so', 'so please', 'please dont', 'dont cancel', 'cancel shower', 'shower youll', 'youll sad', 'sad miss', 'miss and', 'and people', 'people make', 'make accommodating', 'accommodating but', 'but really', 'really do', 'do trial', 'trial testing', 'testing first', 'first sure', 'sure end']","['start can take', 'can take home', 'take home test', 'home test those', 'test those drinks', 'those drinks cause', 'drinks cause false', 'cause false positives', 'false positives you', 'positives you test', 'you test home', 'test home fresh', 'home fresh test', 'fresh test in', 'test in think', 'in think really', 'think really sensative', 'really sensative upset', 'sensative upset right', 'upset right in', 'right in totally', 'in totally get', 'totally get i', 'get i failed', 'i failed 1', 'failed 1 hr', '1 hr test', 'hr test last', 'test last time', 'last time got', 'time got depressed', 'got depressed 2', 'depressed 2 week', '2 week testing', 'week testing passed', 'testing passed now', 'passed now week', 'now week 2', 'week 2 testing', '2 testing so', 'testing so please', 'so please dont', 'please dont cancel', 'dont cancel shower', 'cancel shower youll', 'shower youll sad', 'youll sad miss', 'sad miss and', 'miss and people', 'and people make', 'people make accommodating', 'make accommodating but', 'accommodating but really', 'but really do', 'really do trial', 'do trial testing', 'trial testing first', 'testing first sure', 'first sure end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['week'],0,0,0,0,1
fillname_6,Friendly reminder that weight and GD aren’t connected :),8,0,0,"['start', 'friendly', 'reminder', 'weight', 'gd', '’', 'connected', 'end']","['start friendly', 'friendly reminder', 'reminder weight', 'weight gd', 'gd ’', '’ connected', 'connected end']","['start friendly reminder', 'friendly reminder weight', 'reminder weight gd', 'weight gd ’', 'gd ’ connected', '’ connected end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
